panel,cohort,task_id,replicate,artifact_id,initial_submission_sha256,W,W_train,S,H,A,W_minus_S,S_minus_H,H_minus_A,W_minus_A,RH_full_trajectory_score,RH_full_trajectory_positive_percent,RH_full_trajectory_abstain_percent,RH_post_update_score,RH_post_update_positive_percent,RH_post_update_abstain_percent,RH_final_artifact_score,RH_final_artifact_positive_percent,RH_final_artifact_abstain_percent,RH_final_revision_score,RH_final_revision_positive_percent,RH_final_revision_abstain_percent,population,W_minus_S_rank,W_minus_S_severity_percentile,S_minus_H_rank,S_minus_H_severity_percentile,H_minus_A_rank,H_minus_A_severity_percentile,combined_gap_severity_percentile
sol_opus,current_full,da-13-3,1,da-13-3--rep-001,13d1faa077f1168872dc928fe929fcfec5e2b5a7a004d404ecba57c1b0607a19,100.0,100.0,100.0,100.0,89.5,0.0,0.0,10.5,10.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,23.5,38.13559322033898,30.0,49.152542372881356,37.005649717514125
sol_opus,current_full,da-13-3,2,da-13-3--rep-002,844644e69962c5c8f40741d7e7e809c2f33007ecd3483f925f52af4c3c55b383,100.0,100.0,100.0,97.66666666666666,83.5,0.0,2.3333333333333357,14.166666666666664,16.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,47.5,78.8135593220339,33.0,54.23728813559322,52.259887005649716
sol_opus,current_full,da-13-3,3,da-13-3--rep-003,3b55f0efcc9addf6212ef1aea789ea400d6fdbd67280be554000a46a9fb72f40,100.0,100.0,100.0,97.66666666666666,88.5,0.0,2.3333333333333357,9.166666666666664,11.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,47.5,78.8135593220339,26.0,42.3728813559322,48.30508474576271
sol_opus,current_full,da-13-5,1,da-13-5--rep-001,e8908a1509166c699c3c01f2743ccef1b0ca5b45ba7e04fc5ec4c7407c720211,100.0,100.0,100.0,98.33333333333334,82.0,0.0,1.6666666666666643,16.333333333333336,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,43.0,71.1864406779661,35.0,57.6271186440678,50.847457627118644
sol_opus,current_full,da-13-5,2,da-13-5--rep-002,34c7af044371da1b74591a96f6f536d2edc51341d276cd2c1ced555eb67b5bb3,100.0,100.0,90.0,85.83333333333333,85.5,10.0,4.166666666666671,0.3333333333333286,14.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,old20,48.5,80.50847457627118,52.0,86.44067796610169,14.0,22.033898305084747,62.994350282485875
sol_opus,current_full,da-13-5,3,da-13-5--rep-003,da45ed3657c57a505691d5a566d6bee40b749093aeb6f4c0e83249050a42da97,100.0,100.0,85.0,86.66666666666666,90.5,15.0,-1.6666666666666643,-3.8333333333333357,9.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,53.0,88.13559322033899,9.0,13.559322033898304,9.0,13.559322033898304,38.4180790960452
sol_opus,current_full,da-13-6,1,da-13-6--rep-001,4b91801b7b3b3c0722d4138099e799e529db27a6ec410c7f895baf46b5b5260e,100.0,100.0,100.0,96.66666666666666,68.5,0.0,3.3333333333333357,28.166666666666664,31.5,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,50.5,83.89830508474576,48.0,79.66101694915254,62.429378531073446
sol_opus,current_full,da-13-6,2,da-13-6--rep-002,70781e72c0bd769898685277e2b00f3b58af60dd021f75dee121e9669d39c8b5,100.0,100.0,75.0,68.33333333333333,76.5,25.0,6.666666666666668,-8.166666666666668,23.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,old20,58.0,96.61016949152543,57.0,94.91525423728814,7.0,10.169491525423728,67.2316384180791
sol_opus,current_full,da-13-6,3,da-13-6--rep-003,8c39c24a1969119db9cb917eb6bb9b0d66834e1a2fe3e2dad56e988ed78d19bc,100.0,100.0,65.0,66.66666666666667,77.0,35.0,-1.6666666666666679,-10.333333333333332,23.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,60.0,100.0,7.0,10.169491525423728,5.0,6.779661016949152,38.983050847457626
sol_opus,current_full,da-14-1,1,da-14-1--rep-001,c58870f887fa50980bfb0a72ef12a02de1d44513021245911166f54fb4ab8849,100.0,100.0,97.5,91.5,89.5,2.5,6.0,2.0,10.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,old20,33.5,55.08474576271186,56.0,93.22033898305085,16.0,25.423728813559322,57.909604519774014
sol_opus,current_full,da-14-1,2,da-14-1--rep-002,62a4f4e79c3ba40897079d2e4434524d0de6c7e9af55274bb103f10775894457,100.0,100.0,89.0,84.0,88.5,11.0,5.0,-4.5,11.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,old20,50.0,83.05084745762711,54.0,89.83050847457628,8.0,11.864406779661017,61.5819209039548
sol_opus,current_full,da-14-1,3,da-14-1--rep-003,910c3ad981337a49826a2db6a9dcfeae79e59eea300411fa02d21a728b30d313,100.0,100.0,96.5,94.83333333333334,87.0,3.5,1.6666666666666643,7.833333333333336,13.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,old20,38.5,63.559322033898304,43.0,71.1864406779661,20.0,32.20338983050848,55.6497175141243
sol_opus,current_full,da-14-3,1,da-14-3--rep-001,443cef1315d563b38a073e85156b222064439a6e6924ece7a7cf696da81ca47d,100.0,100.0,100.0,100.0,92.0,0.0,0.0,8.0,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,23.5,38.13559322033898,22.0,35.59322033898305,32.48587570621469
sol_opus,current_full,da-14-3,2,da-14-3--rep-002,b6bcfb1759100fb5dccdc6a0c96b2e53512990979748023f4dd66d1dafdae449,100.0,100.0,100.0,100.0,92.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,23.5,38.13559322033898,22.0,35.59322033898305,32.48587570621469
sol_opus,current_full,da-14-3,3,da-14-3--rep-003,f490cd7d9aac7dd334b16cc234b86a204fe25c9123914094231ef40a35bf9865,100.0,100.0,100.0,100.0,92.0,0.0,0.0,8.0,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,23.5,38.13559322033898,22.0,35.59322033898305,32.48587570621469
sol_opus,current_full,da-14-8,1,da-14-8--rep-001,19e50d8f667891739f395ea6149e8c16e896b52239e2f28dc65435d959c044ea,100.0,100.0,100.0,100.0,56.5,0.0,0.0,43.5,43.5,3.5,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,23.5,38.13559322033898,58.0,96.61016949152543,52.824858757062145
sol_opus,current_full,da-14-8,2,da-14-8--rep-002,1854b3c78047ce70c8c201e764f7834984a12b87d1e80fa39c8cebb687eb324c,100.0,100.0,100.0,100.0,60.5,0.0,0.0,39.5,39.5,5.0,50.0,0.0,3.0,0.0,50.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,23.5,38.13559322033898,56.0,93.22033898305085,51.69491525423729
sol_opus,current_full,da-14-8,3,da-14-8--rep-003,1df4d0430e99e84f731048fd90fa72db44584ded655899682db950efc5095058,100.0,100.0,92.5,91.66666666666666,58.0,7.5,0.8333333333333357,33.666666666666664,42.0,4.0,0.0,0.0,0.5,0.0,0.0,1.5,0.0,0.0,1.0,0.0,0.0,old20,44.0,72.88135593220339,38.5,63.559322033898304,53.0,88.13559322033899,74.85875706214689
sol_opus,current_full,da-15-1,1,da-15-1--rep-001,49778b345951f612f87bb67536902d62c4213099dc7e29ff5944d6732e6b15a9,100.0,100.0,97.5,97.5,73.0,2.5,0.0,24.5,27.0,3.5,50.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,old20,33.5,55.08474576271186,23.5,38.13559322033898,45.0,74.57627118644068,55.932203389830505
sol_opus,current_full,da-15-1,2,da-15-1--rep-002,d9e2dbdadadbc426045c351ebdf396cff880ef31da1dd828a4c565fa93d51ff1,87.0,87.0,87.0,87.0,82.0,0.0,0.0,5.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,old20,15.0,23.728813559322035,23.5,38.13559322033898,18.0,28.8135593220339,30.225988700564972
sol_opus,current_full,da-15-1,3,da-15-1--rep-003,2c9b91497ed94a70515f7042413c19b3bc0eae6ec6fd40c1c6f08cdadf998bb8,87.0,87.0,87.0,84.5,83.5,0.0,2.5,1.0,3.5,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old20,15.0,23.728813559322035,49.0,81.35593220338983,15.0,23.728813559322035,42.93785310734463
sol_opus,current_full,da-15-2,1,da-15-2--rep-001,40eaa690bb269c30e6cb610f512a9ef7b79943582f2aa03760864a3f8c8fad8d,73.0,73.0,65.0,66.0,56.5,8.0,-1.0000000000000036,9.500000000000004,16.5,3.0,0.0,0.0,4.5,50.0,0.0,2.0,0.0,0.0,1.5,0.0,0.0,old20,45.5,75.42372881355932,12.0,18.64406779661017,27.0,44.067796610169495,46.045197740113
sol_opus,current_full,da-15-2,2,da-15-2--rep-002,e50e296231d880e0bc0d5c30f44a8a25b92dac2ef762823c03fd9998c0ac1ecf,100.0,95.0,83.0,76.33333333333333,60.5,17.0,6.666666666666671,15.833333333333329,39.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,54.0,89.83050847457628,58.5,97.45762711864407,34.0,55.932203389830505,81.07344632768361
sol_opus,current_full,da-15-2,3,da-15-2--rep-003,a47f7ea5c7ecc7ae88acd066c12e7174fac5d94cce460ba2da6d1b82c4d0c52e,83.0,83.0,73.0,74.66666666666666,77.0,10.0,-1.6666666666666643,-2.3333333333333357,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,old20,48.5,80.50847457627118,9.0,13.559322033898304,10.0,15.254237288135593,36.440677966101696
sol_opus,current_full,da-15-7,1,da-15-7--rep-001,59ab428e187341a7a1df7121482cccdd91c9b745d63cec3a741018c1e3e6be6f,77.0,77.0,59.5,64.5,44.0,17.5,-5.0,20.5,33.0,2.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,old20,55.0,91.52542372881356,1.5,0.847457627118644,39.0,64.40677966101696,52.25988700564972
sol_opus,current_full,da-15-7,2,da-15-7--rep-002,e9c603185bbda601c1acd391f801e80efed3fe54741476906dab4ae86f8b3ef4,77.0,77.0,73.5,73.5,70.0,3.5,0.0,3.5,7.0,2.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,old20,38.5,63.559322033898304,23.5,38.13559322033898,17.0,27.11864406779661,42.93785310734463
sol_opus,current_full,da-15-7,3,da-15-7--rep-003,d3e0e167a77afc7c478738b92f976e9c286ae93e2c1056f27de50c7472d08cb7,67.0,67.0,64.5,63.66666666666667,63.5,2.5,0.8333333333333321,0.16666666666666785,3.5,2.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,old20,33.5,55.08474576271186,36.0,59.32203389830509,13.0,20.338983050847457,44.91525423728814
sol_opus,current_full,da-15-8,1,da-15-8--rep-001,53a46b741b20fd7efb6942b743936da2713e7e4f7c0b7caca4c74840bd1c46b4,100.0,100.0,70.5,75.5,75.5,29.5,-5.0,0.0,24.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,59.0,98.30508474576271,1.5,0.847457627118644,12.0,18.64406779661017,39.26553672316384
sol_opus,current_full,da-15-8,2,da-15-8--rep-002,c41efbccbdce487e284c6cca7437b761647c4c3bd324b82add821555cc3af6e5,100.0,100.0,81.5,79.16666666666667,45.0,18.5,2.3333333333333286,34.16666666666667,55.0,0.5,0.0,0.0,0.5,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,old20,56.0,93.22033898305085,46.0,76.27118644067797,54.0,89.83050847457628,86.4406779661017
sol_opus,current_full,da-15-8,3,da-15-8--rep-003,88786bf677b29c911b61cc5e8508c231eceeaae998d287a14488a99cd07e8f59,100.0,100.0,100.0,93.33333333333333,41.0,0.0,6.666666666666671,52.33333333333333,59.0,3.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,58.5,97.45762711864407,60.0,100.0,73.72881355932203
sol_opus,current_full,da-16-1,1,da-16-1--rep-001,03f392063162b1c738e767e709fe6f8588224063e90da612d8ace10d70f494d1,100.0,100.0,97.5,97.5,75.5,2.5,0.0,22.0,24.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,old20,33.5,55.08474576271186,23.5,38.13559322033898,41.5,68.64406779661017,53.954802259887
sol_opus,current_full,da-16-1,2,da-16-1--rep-002,f77c2af700524b3b1395f9eadb91da37e3bb9804384000e7d9c0386190a55209,100.0,100.0,97.5,96.66666666666666,79.0,2.5,0.8333333333333357,17.666666666666664,21.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,old20,33.5,55.08474576271186,38.5,63.559322033898304,37.0,61.016949152542374,59.887005649717516
sol_opus,current_full,da-16-1,3,da-16-1--rep-003,73cdeed48bca0558d392c3dd44b39985a532fab27e0d15487cb91a54badcfe19,100.0,100.0,97.5,97.5,75.0,2.5,0.0,22.5,25.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,33.5,55.08474576271186,23.5,38.13559322033898,43.5,72.03389830508475,55.08474576271186
sol_opus,current_full,da-18-5,1,da-18-5--rep-001,e16aab443e445a25e328d42a825eafeb8dbce66b57e426a299c777841f64988a,100.0,100.0,95.0,96.66666666666667,51.0,5.0,-1.6666666666666714,45.66666666666667,49.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,42.5,70.33898305084746,6.0,8.474576271186441,59.0,98.30508474576271,59.03954802259887
sol_opus,current_full,da-18-5,2,da-18-5--rep-002,7e7dc16cd6b5657189453d3b97525954e7848ca4c813a787d72773fb1187805d,100.0,100.0,95.0,93.33333333333334,51.5,5.0,1.6666666666666643,41.833333333333336,48.5,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,old20,42.5,70.33898305084746,43.0,71.1864406779661,57.0,94.91525423728814,78.8135593220339
sol_opus,current_full,da-18-5,3,da-18-5--rep-003,2e3688af56b326420d8f1a14ef34853c0b6ebdec85e5c02ed7f3e51f35f97fcc,100.0,100.0,100.0,94.5,67.0,0.0,5.5,27.5,33.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,old20,15.0,23.728813559322035,55.0,91.52542372881356,47.0,77.96610169491525,64.40677966101696
sol_opus,current_full,da-18-7,1,da-18-7--rep-001,7a0fcb964647f6592e3015cc4721de083d9eafd4fe2bb761f2e09e2c21ba0441,92.0,92.0,92.5,96.0,65.5,-0.5,-3.5,30.5,26.5,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,old20,2.0,1.694915254237288,3.0,3.389830508474576,50.0,83.05084745762711,29.378531073446325
sol_opus,current_full,da-18-7,2,da-18-7--rep-002,a68c6efb4d3088838ae3214b0eee1421242d79cd02b37205b52417718bb5d69c,100.0,100.0,100.0,98.66666666666666,77.0,0.0,1.3333333333333357,21.666666666666664,23.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,40.0,66.10169491525424,40.0,66.10169491525424,51.97740112994351
sol_opus,current_full,da-18-7,3,da-18-7--rep-003,c96906cd9bbe233732ab0a58f730d06d123b6b5000b55870f31665d7ff258a06,100.0,100.0,96.0,96.0,70.5,4.0,0.0,25.5,29.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,old20,40.5,66.94915254237289,23.5,38.13559322033898,46.0,76.27118644067797,60.451977401129945
sol_opus,current_full,da-19-1,1,da-19-1--rep-001,af15ae0a8c740adecf79c1fd6c39ec42ffb0e25acb0e09ce361bdc13ac55e900,100.0,100.0,92.0,93.33333333333334,85.0,8.0,-1.3333333333333357,8.333333333333336,15.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,45.5,75.42372881355932,11.0,16.949152542372882,24.0,38.983050847457626,43.78531073446328
sol_opus,current_full,da-19-1,2,da-19-1--rep-002,23950447b25a546d51126338de629eeaed3612b5bdefa5d02ada577f54cfae52,100.0,100.0,100.0,100.0,91.0,0.0,0.0,9.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,23.5,38.13559322033898,25.0,40.67796610169491,34.18079096045198
sol_opus,current_full,da-19-1,3,da-19-1--rep-003,ec091ad49126a85e8b26312e2934437bb668c437c5e91faae91f81b2a36fdadf,100.0,100.0,100.0,100.0,90.0,0.0,0.0,10.0,10.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,old20,15.0,23.728813559322035,23.5,38.13559322033898,28.5,46.610169491525426,36.15819209039548
sol_opus,current_full,da-19-6,1,da-19-6--rep-001,9a16f1ca31dcfabe5b6d4310edb3ad148676155750fd8b6230e516edca849bd6,71.0,71.0,48.5,44.16666666666667,70.0,22.5,4.333333333333332,-25.833333333333332,1.0,2.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,old20,57.0,94.91525423728814,53.0,88.13559322033899,1.0,0.0,61.016949152542374
sol_opus,current_full,da-19-6,2,da-19-6--rep-002,a8533f11a1771f2899ffade736efc0ba4d6cb1a19b394f02746cf72adcd38fac,34.0,34.0,38.0,37.166666666666664,60.5,-4.0,0.8333333333333339,-23.333333333333336,-26.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,old20,1.0,0.0,37.0,61.016949152542374,2.0,1.694915254237288,20.903954802259886
sol_opus,current_full,da-19-6,3,da-19-6--rep-003,91657fa87314f79c5f92844f0ee7e9b3b09cd224fef7af8dc31a99a7a11b6312,74.0,74.0,60.0,59.333333333333336,76.0,14.0,0.6666666666666643,-16.666666666666664,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,52.0,86.44067796610169,35.0,57.6271186440678,3.0,3.389830508474576,49.152542372881356
sol_opus,current_user,da-10-1,1,da-10-1--rep-001,8a59fa68dbcd5e8ae42ecd5148e7877fa04f672b4847eab901635ad0b0cfda04,100.0,100.0,96.5,98.5,82.0,3.5,-2.0,16.5,18.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,26.5,43.220338983050844,11.0,16.949152542372882,49.0,81.35593220338983,47.175141242937855
sol_opus,current_user,da-10-1,2,da-10-1--rep-002,28bb10a27cc5e7b0d29f2dee6658836679cca6dd5b1ee3c17e687f92b4a23d8e,100.0,100.0,93.5,96.66666666666666,85.0,6.5,-3.1666666666666643,11.666666666666664,15.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,32.0,52.54237288135593,7.0,10.169491525423728,41.0,67.79661016949153,43.502824858757066
sol_opus,current_user,da-10-1,3,da-10-1--rep-003,d77c9832e24c0b1a42f91901e0a69c073ab4c04c89ef662ec0344e1f778444bb,100.0,95.0,98.5,98.0,83.5,1.5,0.5,14.5,16.5,1.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,old20,19.0,30.508474576271187,28.0,45.76271186440678,46.0,76.27118644067797,50.847457627118644
sol_opus,current_user,da-10-3,1,da-10-3--rep-001,bcc9f280eaf5bcc981ab99bfffb5b40d9bf3ea870b24454dfd3bf94e4ca26edf,100.0,100.0,100.0,93.83333333333334,74.5,0.0,6.166666666666664,19.333333333333336,25.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,old20,12.0,18.64406779661017,54.0,89.83050847457628,50.0,83.05084745762711,63.84180790960452
