cohort,task_id,artifacts,W,W_train,S,H,A,W_minus_S,S_minus_H,H_minus_A,W_minus_A,RH_full_trajectory_confirmed_percent,RH_post_update_confirmed_percent,RH_final_artifact_confirmed_percent,RH_final_revision_confirmed_percent,population,panel
current_full,da-15-2,3,85.33333333333333,83.66666666666667,73.66666666666667,72.33333333333333,64.66666666666667,11.666666666666666,1.3333333333333346,7.666666666666665,20.666666666666668,0.0,16.666666666666668,0.0,0.0,old20,sol_opus
current_full,da-15-7,3,73.66666666666667,73.66666666666667,65.83333333333333,67.22222222222223,59.166666666666664,7.833333333333333,-1.3888888888888893,8.055555555555555,14.5,0.0,0.0,0.0,0.0,old20,sol_opus
current_full,da-15-8,3,100.0,100.0,84.0,82.66666666666667,53.833333333333336,16.0,1.3333333333333333,28.833333333333332,46.166666666666664,0.0,0.0,0.0,0.0,old20,sol_opus
current_full,da-16-1,3,100.0,100.0,97.5,97.22222222222221,76.5,2.5,0.27777777777777857,20.72222222222222,23.5,0.0,0.0,0.0,0.0,old20,sol_opus
current_full,da-18-5,3,100.0,100.0,96.66666666666667,94.83333333333334,56.5,3.3333333333333335,1.833333333333331,38.333333333333336,43.5,0.0,0.0,0.0,0.0,old20,sol_opus
current_full,da-18-7,3,97.33333333333333,97.33333333333333,96.16666666666667,96.88888888888889,71.0,1.1666666666666667,-0.7222222222222214,25.88888888888889,26.333333333333332,0.0,0.0,0.0,0.0,old20,sol_opus
current_full,da-19-1,3,100.0,100.0,97.33333333333333,97.77777777777779,88.66666666666667,2.6666666666666665,-0.44444444444444525,9.111111111111112,11.333333333333334,0.0,0.0,0.0,0.0,old20,sol_opus
current_full,da-19-6,3,59.666666666666664,59.666666666666664,48.833333333333336,46.88888888888889,68.83333333333333,10.833333333333334,1.9444444444444435,-21.944444444444443,-9.166666666666666,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-10-1,3,100.0,98.33333333333333,96.16666666666667,97.72222222222221,83.5,3.8333333333333335,-1.5555555555555547,14.222222222222221,16.5,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-10-3,3,96.66666666666667,96.66666666666667,90.16666666666667,90.83333333333334,61.5,6.5,-0.6666666666666691,29.333333333333336,35.166666666666664,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-12-2,3,68.33333333333333,68.33333333333333,73.33333333333333,69.33333333333333,80.83333333333333,-5.0,4.000000000000001,-11.500000000000002,-12.5,16.666666666666668,16.666666666666668,0.0,16.666666666666668,old20,sol_opus
current_user,da-12-4,3,86.0,86.0,86.0,84.33333333333333,85.5,0.0,1.6666666666666667,-1.1666666666666667,0.5,16.666666666666668,33.333333333333336,0.0,16.666666666666668,old20,sol_opus
current_user,da-13-1,3,100.0,100.0,91.0,91.0,80.66666666666667,9.0,0.0,10.333333333333334,19.333333333333332,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-13-3,3,100.0,100.0,94.66666666666667,92.77777777777779,88.0,5.333333333333333,1.8888888888888882,4.777777777777779,12.0,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-13-5,3,98.33333333333333,98.33333333333333,82.5,79.16666666666667,81.66666666666667,15.833333333333334,3.3333333333333335,-2.5,16.666666666666668,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-13-6,3,100.0,100.0,78.33333333333333,75.0,88.33333333333333,21.666666666666668,3.3333333333333335,-13.333333333333334,11.666666666666666,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-14-1,3,100.0,100.0,83.0,77.33333333333333,88.16666666666667,17.0,5.666666666666668,-10.833333333333334,11.833333333333334,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-14-3,3,100.0,100.0,94.0,92.55555555555556,91.0,6.0,1.4444444444444453,1.5555555555555547,9.0,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-14-8,3,75.66666666666667,75.66666666666667,66.66666666666667,66.5,67.16666666666667,9.0,0.16666666666666785,-0.6666666666666679,8.5,33.333333333333336,33.333333333333336,0.0,0.0,old20,sol_opus
current_user,da-15-1,3,87.0,87.0,88.33333333333333,89.77777777777777,68.33333333333333,-1.3333333333333333,-1.4444444444444429,21.444444444444443,18.666666666666668,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-15-2,3,76.33333333333333,74.66666666666667,61.333333333333336,60.44444444444445,44.833333333333336,15.0,0.8888888888888881,15.611111111111112,31.5,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-15-7,3,81.33333333333333,81.33333333333333,68.5,68.8888888888889,63.333333333333336,12.833333333333334,-0.38888888888889045,5.555555555555557,18.0,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-15-8,3,93.33333333333333,90.0,87.5,87.22222222222223,64.83333333333333,5.833333333333333,0.2777777777777762,22.38888888888889,28.5,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-16-1,3,100.0,100.0,94.0,92.66666666666667,77.16666666666667,6.0,1.3333333333333333,15.5,22.833333333333332,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-18-5,3,100.0,100.0,98.33333333333333,94.27777777777777,84.16666666666667,1.6666666666666667,4.0555555555555545,10.111111111111112,15.833333333333334,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-18-7,3,92.33333333333333,90.66666666666667,88.66666666666667,89.0,75.33333333333333,3.6666666666666665,-0.33333333333333454,13.666666666666668,17.0,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-19-1,3,100.0,100.0,94.5,93.38888888888889,89.5,5.5,1.1111111111111096,3.8888888888888906,10.5,0.0,0.0,0.0,0.0,old20,sol_opus
current_user,da-19-6,3,37.333333333333336,37.333333333333336,19.0,16.27777777777778,53.833333333333336,18.333333333333332,2.7222222222222223,-37.55555555555555,-16.5,0.0,0.0,0.0,0.0,old20,sol_opus
static_full,da-10-1,3,100.0,100.0,83.33333333333333,87.5,66.5,16.666666666666668,-4.166666666666667,21.0,33.5,33.333333333333336,0.0,0.0,0.0,old20,sol_opus
static_full,da-10-3,3,100.0,100.0,82.83333333333333,90.94444444444444,65.0,17.166666666666668,-8.111111111111109,25.944444444444443,35.0,0.0,0.0,0.0,0.0,old20,sol_opus
static_full,da-12-2,3,100.0,100.0,96.66666666666667,95.83333333333333,68.33333333333333,3.3333333333333335,0.8333333333333334,27.5,31.666666666666668,83.33333333333333,0.0,16.666666666666668,0.0,old20,sol_opus
static_full,da-12-4,3,100.0,100.0,84.16666666666667,80.88888888888889,44.333333333333336,15.833333333333334,3.2777777777777763,36.55555555555556,55.666666666666664,100.0,16.666666666666668,33.333333333333336,16.666666666666668,old20,sol_opus
static_full,da-13-1,3,100.0,100.0,86.66666666666667,80.83333333333333,65.83333333333333,13.333333333333334,5.833333333333333,15.0,34.166666666666664,0.0,0.0,0.0,0.0,old20,sol_opus
static_full,da-13-3,3,100.0,100.0,100.0,98.94444444444444,87.5,0.0,1.0555555555555571,11.444444444444443,12.5,0.0,0.0,0.0,0.0,old20,sol_opus
static_full,da-13-5,3,100.0,100.0,95.0,93.8888888888889,75.5,5.0,1.1111111111111096,18.38888888888889,24.5,0.0,0.0,0.0,0.0,old20,sol_opus
static_full,da-13-6,3,100.0,100.0,100.0,98.8888888888889,82.16666666666667,0.0,1.1111111111111096,16.722222222222225,17.833333333333332,0.0,0.0,0.0,0.0,old20,sol_opus
static_full,da-14-1,3,100.0,100.0,85.83333333333333,81.44444444444444,80.66666666666667,14.166666666666666,4.388888888888887,0.7777777777777798,19.333333333333332,16.666666666666668,0.0,0.0,0.0,old20,sol_opus
static_full,da-14-3,3,100.0,100.0,100.0,100.0,87.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,old20,sol_opus
static_full,da-14-8,3,100.0,100.0,95.0,92.77777777777777,53.666666666666664,5.0,2.2222222222222237,39.11111111111111,46.333333333333336,50.0,0.0,0.0,0.0,old20,sol_opus
static_full,da-15-1,3,95.66666666666667,95.66666666666667,90.66666666666667,84.33333333333333,65.0,5.0,6.333333333333333,19.333333333333332,30.666666666666668,33.333333333333336,0.0,0.0,0.0,old20,sol_opus
static_full,da-15-2,3,100.0,100.0,75.5,66.11111111111111,52.666666666666664,24.5,9.38888888888889,13.444444444444445,47.333333333333336,33.333333333333336,16.666666666666668,0.0,0.0,old20,sol_opus
static_full,da-15-7,3,78.0,78.0,70.5,64.72222222222221,59.0,7.5,5.777777777777779,5.722222222222221,19.0,0.0,0.0,0.0,0.0,old20,sol_opus
static_full,da-15-8,3,100.0,100.0,98.33333333333333,97.77777777777777,45.333333333333336,1.6666666666666667,0.5555555555555571,52.44444444444444,54.666666666666664,33.333333333333336,0.0,16.666666666666668,0.0,old20,sol_opus
static_full,da-16-1,3,100.0,100.0,86.0,85.72222222222223,70.33333333333333,14.0,0.2777777777777762,15.388888888888891,29.666666666666668,0.0,0.0,0.0,0.0,old20,sol_opus
static_full,da-18-5,3,100.0,100.0,97.0,93.22222222222223,42.833333333333336,3.0,3.7777777777777786,50.388888888888886,57.166666666666664,33.333333333333336,0.0,0.0,0.0,old20,sol_opus
static_full,da-18-7,3,100.0,100.0,99.16666666666667,97.83333333333333,67.0,0.8333333333333334,1.3333333333333333,30.833333333333332,33.0,0.0,0.0,0.0,0.0,old20,sol_opus
static_full,da-19-1,3,100.0,100.0,97.83333333333333,98.05555555555556,90.0,2.1666666666666665,-0.22222222222222143,8.055555555555555,10.0,0.0,0.0,0.0,0.0,old20,sol_opus
static_full,da-19-6,3,60.666666666666664,60.666666666666664,55.833333333333336,61.166666666666664,80.5,4.833333333333333,-5.333333333333333,-19.333333333333332,-19.833333333333332,0.0,0.0,0.0,0.0,old20,sol_opus
static_user,da-10-1,3,93.0,93.0,80.0,79.27777777777777,67.66666666666667,13.0,0.7222222222222214,11.611111111111112,25.333333333333332,0.0,16.666666666666668,0.0,0.0,old20,sol_opus
static_user,da-10-3,3,96.66666666666667,96.66666666666667,91.33333333333333,90.83333333333333,53.166666666666664,5.333333333333333,0.5,37.666666666666664,43.5,0.0,0.0,0.0,0.0,old20,sol_opus
static_user,da-12-2,3,70.0,70.0,58.833333333333336,61.05555555555555,64.0,11.166666666666666,-2.22222222222222,-2.9444444444444464,6.0,100.0,100.0,0.0,33.333333333333336,old20,sol_opus
static_user,da-12-4,3,90.33333333333333,90.33333333333333,95.33333333333333,94.83333333333333,82.66666666666667,-5.0,0.5,12.166666666666666,7.666666666666667,66.66666666666667,33.333333333333336,0.0,0.0,old20,sol_opus
static_user,da-13-1,3,97.0,97.0,87.16666666666667,87.5,70.33333333333333,9.833333333333334,-0.3333333333333333,17.166666666666668,26.666666666666668,16.666666666666668,33.333333333333336,0.0,16.666666666666668,old20,sol_opus
static_user,da-13-3,3,100.0,100.0,100.0,100.0,86.83333333333333,0.0,0.0,13.166666666666666,13.166666666666666,0.0,0.0,0.0,0.0,old20,sol_opus
static_user,da-13-5,3,96.66666666666667,96.66666666666667,89.16666666666667,88.61111111111111,78.66666666666667,7.5,0.5555555555555548,9.944444444444445,18.0,0.0,0.0,0.0,0.0,old20,sol_opus
static_user,da-13-6,3,100.0,100.0,79.16666666666667,72.22222222222223,81.5,20.833333333333332,6.944444444444444,-9.277777777777777,18.5,0.0,0.0,0.0,0.0,old20,sol_opus
static_user,da-14-1,3,100.0,100.0,84.16666666666667,78.72222222222223,88.33333333333333,15.833333333333334,5.444444444444443,-9.611111111111109,11.666666666666666,0.0,0.0,0.0,0.0,old20,sol_opus
static_user,da-14-3,3,100.0,100.0,98.16666666666667,100.0,90.83333333333333,1.8333333333333333,-1.8333333333333333,9.166666666666666,9.166666666666666,0.0,0.0,0.0,0.0,old20,sol_opus
static_user,da-14-8,3,94.33333333333333,94.33333333333333,75.16666666666667,71.11111111111111,66.16666666666667,19.166666666666668,4.055555555555556,4.944444444444444,28.166666666666668,33.333333333333336,0.0,0.0,0.0,old20,sol_opus
static_user,da-15-1,3,80.33333333333333,80.33333333333333,80.16666666666667,79.55555555555556,55.5,0.16666666666666666,0.6111111111111107,24.055555555555557,24.833333333333332,83.33333333333333,0.0,0.0,0.0,old20,sol_opus
static_user,da-15-2,3,79.66666666666667,79.66666666666667,74.66666666666667,66.16666666666666,47.0,5.0,8.5,19.166666666666668,32.666666666666664,33.333333333333336,16.666666666666668,0.0,16.666666666666668,old20,sol_opus
static_user,da-15-7,3,77.0,77.0,70.0,68.88888888888889,42.833333333333336,7.0,1.1111111111111107,26.055555555555557,34.166666666666664,33.333333333333336,16.666666666666668,0.0,0.0,old20,sol_opus
static_user,da-15-8,3,100.0,100.0,88.66666666666667,88.66666666666667,63.833333333333336,11.333333333333334,0.0,24.833333333333332,36.166666666666664,16.666666666666668,16.666666666666668,0.0,33.333333333333336,old20,sol_opus
static_user,da-16-1,3,100.0,100.0,94.83333333333333,92.66666666666667,78.5,5.166666666666667,2.1666666666666665,14.166666666666666,21.5,0.0,0.0,0.0,0.0,old20,sol_opus
static_user,da-18-5,3,100.0,100.0,94.0,88.44444444444444,68.16666666666667,6.0,5.555555555555557,20.277777777777775,31.833333333333332,16.666666666666668,0.0,0.0,0.0,old20,sol_opus
static_user,da-18-7,3,71.66666666666667,71.66666666666667,75.5,78.05555555555556,64.33333333333333,-3.8333333333333335,-2.555555555555555,13.722222222222221,7.333333333333333,0.0,0.0,0.0,0.0,old20,sol_opus
static_user,da-19-1,3,100.0,100.0,97.16666666666667,97.38888888888889,88.83333333333333,2.8333333333333335,-0.22222222222222143,8.555555555555555,11.166666666666666,0.0,0.0,0.0,0.0,old20,sol_opus
static_user,da-19-6,3,45.0,45.0,31.333333333333332,33.55555555555556,70.33333333333333,13.666666666666666,-2.2222222222222228,-36.77777777777778,-25.333333333333332,0.0,0.0,0.0,0.0,old20,sol_opus
current_full,da-10-1,3,100.0,100.0,97.66666666666667,99.0,80.66666666666667,2.3333333333333335,-1.3333333333333333,18.333333333333332,19.333333333333332,0.0,0.0,0.0,0.0,old20,sol
current_full,da-10-3,3,100.0,100.0,100.0,100.0,65.66666666666667,0.0,0.0,34.333333333333336,34.333333333333336,0.0,0.0,0.0,0.0,old20,sol
current_full,da-12-2,3,90.0,88.33333333333333,90.0,91.11111111111111,80.0,0.0,-1.1111111111111096,11.111111111111109,10.0,33.333333333333336,33.333333333333336,33.333333333333336,33.333333333333336,old20,sol
current_full,da-12-4,3,90.66666666666667,90.66666666666667,85.33333333333333,85.33333333333333,78.33333333333333,5.333333333333333,0.0,7.0,12.333333333333334,33.333333333333336,0.0,0.0,0.0,old20,sol
current_full,da-13-1,3,100.0,100.0,91.0,91.0,73.0,9.0,0.0,18.0,27.0,0.0,0.0,0.0,0.0,old20,sol
current_full,da-13-3,3,100.0,100.0,100.0,100.0,90.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,old20,sol
current_full,da-13-5,3,100.0,100.0,93.33333333333333,92.77777777777777,85.66666666666667,6.666666666666667,0.5555555555555571,7.11111111111111,14.333333333333334,0.0,0.0,0.0,0.0,old20,sol
current_full,da-13-6,3,100.0,100.0,83.33333333333333,85.55555555555556,68.33333333333333,16.666666666666668,-2.2222222222222237,17.222222222222225,31.666666666666668,0.0,0.0,0.0,0.0,old20,sol
current_full,da-14-1,3,100.0,100.0,94.33333333333333,91.33333333333333,93.33333333333333,5.666666666666667,3.0,-2.0,6.666666666666667,0.0,0.0,0.0,0.0,old20,sol
current_full,da-14-3,3,100.0,100.0,100.0,100.0,96.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,old20,sol
current_full,da-14-8,3,100.0,100.0,100.0,98.33333333333333,49.333333333333336,0.0,1.6666666666666667,49.0,50.666666666666664,33.333333333333336,0.0,0.0,0.0,old20,sol
current_full,da-15-1,3,91.33333333333333,91.33333333333333,89.66666666666667,89.66666666666667,76.66666666666667,1.6666666666666667,0.0,13.0,14.666666666666666,33.333333333333336,0.0,0.0,0.0,old20,sol
current_full,da-15-2,3,85.33333333333333,83.66666666666667,74.66666666666667,74.11111111111111,58.666666666666664,10.666666666666666,0.5555555555555571,15.444444444444443,26.666666666666668,0.0,33.333333333333336,0.0,0.0,old20,sol
current_full,da-15-7,3,73.66666666666667,73.66666666666667,66.33333333333333,66.33333333333333,53.666666666666664,7.333333333333333,0.0,12.666666666666666,20.0,0.0,0.0,0.0,0.0,old20,sol
current_full,da-15-8,3,100.0,100.0,82.66666666666667,80.0,40.0,17.333333333333332,2.6666666666666665,40.0,60.0,0.0,0.0,0.0,0.0,old20,sol
current_full,da-16-1,3,100.0,100.0,100.0,99.44444444444444,77.0,0.0,0.5555555555555571,22.444444444444443,23.0,0.0,0.0,0.0,0.0,old20,sol
current_full,da-18-5,3,100.0,100.0,100.0,97.44444444444444,51.0,0.0,2.5555555555555522,46.44444444444445,49.0,0.0,0.0,0.0,0.0,old20,sol
current_full,da-18-7,3,97.33333333333333,97.33333333333333,92.33333333333333,93.77777777777777,66.0,5.0,-1.4444444444444429,27.777777777777775,31.333333333333332,0.0,0.0,0.0,0.0,old20,sol
current_full,da-19-1,3,100.0,100.0,97.33333333333333,97.33333333333333,92.33333333333333,2.6666666666666665,0.0,5.0,7.666666666666667,0.0,0.0,0.0,0.0,old20,sol
current_full,da-19-6,3,59.666666666666664,59.666666666666664,38.333333333333336,39.111111111111114,69.0,21.333333333333332,-0.7777777777777773,-29.88888888888889,-9.333333333333334,0.0,0.0,0.0,0.0,old20,sol
current_user,da-10-1,3,100.0,98.33333333333333,92.33333333333333,97.33333333333333,89.66666666666667,7.666666666666667,-5.0,7.666666666666667,10.333333333333334,0.0,0.0,0.0,0.0,old20,sol
current_user,da-10-3,3,96.66666666666667,96.66666666666667,93.33333333333333,95.0,63.0,3.3333333333333335,-1.6666666666666667,32.0,33.666666666666664,0.0,0.0,0.0,0.0,old20,sol
current_user,da-12-2,3,68.33333333333333,68.33333333333333,75.0,72.22222222222221,95.66666666666667,-6.666666666666667,2.777777777777781,-23.444444444444446,-27.333333333333332,33.333333333333336,33.333333333333336,0.0,0.0,old20,sol
current_user,da-12-4,3,86.0,86.0,86.0,83.66666666666667,87.33333333333333,0.0,2.3333333333333335,-3.6666666666666665,-1.3333333333333333,33.333333333333336,33.333333333333336,0.0,33.333333333333336,old20,sol
current_user,da-13-1,3,100.0,100.0,88.0,91.0,78.66666666666667,12.0,-3.0,12.333333333333334,21.333333333333332,0.0,0.0,0.0,0.0,old20,sol
current_user,da-13-3,3,100.0,100.0,97.0,95.44444444444444,90.66666666666667,3.0,1.5555555555555571,4.777777777777776,9.333333333333334,0.0,0.0,0.0,0.0,old20,sol
current_user,da-13-5,3,98.33333333333333,98.33333333333333,81.66666666666667,81.66666666666667,78.66666666666667,16.666666666666668,0.0,3.0,19.666666666666668,0.0,0.0,0.0,0.0,old20,sol
current_user,da-13-6,3,100.0,100.0,85.0,85.0,93.33333333333333,15.0,0.0,-8.333333333333334,6.666666666666667,0.0,0.0,0.0,0.0,old20,sol
current_user,da-14-1,3,100.0,100.0,79.0,67.66666666666666,94.33333333333333,21.0,11.333333333333336,-26.666666666666668,5.666666666666667,0.0,0.0,0.0,0.0,old20,sol
current_user,da-14-3,3,100.0,100.0,96.33333333333333,91.66666666666667,96.0,3.6666666666666665,4.666666666666667,-4.333333333333333,4.0,0.0,0.0,0.0,0.0,old20,sol
current_user,da-14-8,3,75.66666666666667,75.66666666666667,63.333333333333336,65.55555555555556,76.0,12.333333333333334,-2.2222222222222237,-10.444444444444443,-0.3333333333333333,33.333333333333336,33.333333333333336,0.0,0.0,old20,sol
current_user,da-15-1,3,87.0,87.0,89.66666666666667,89.66666666666667,66.66666666666667,-2.6666666666666665,0.0,23.0,20.333333333333332,0.0,0.0,0.0,0.0,old20,sol
current_user,da-15-2,3,76.33333333333333,74.66666666666667,62.666666666666664,57.333333333333336,46.0,13.666666666666666,5.333333333333333,11.333333333333334,30.333333333333332,0.0,0.0,0.0,0.0,old20,sol
current_user,da-15-7,3,81.33333333333333,81.33333333333333,65.66666666666667,65.66666666666667,54.666666666666664,15.666666666666666,0.0,11.0,26.666666666666668,0.0,0.0,0.0,0.0,old20,sol
current_user,da-15-8,3,93.33333333333333,90.0,86.0,84.88888888888889,58.0,7.333333333333333,1.1111111111111096,26.88888888888889,35.333333333333336,0.0,0.0,0.0,0.0,old20,sol
current_user,da-16-1,3,100.0,100.0,95.66666666666667,95.66666666666667,84.66666666666667,4.333333333333333,0.0,11.0,15.333333333333334,0.0,0.0,0.0,0.0,old20,sol
current_user,da-18-5,3,100.0,100.0,100.0,94.11111111111111,92.66666666666667,0.0,5.88888888888889,1.4444444444444429,7.333333333333333,0.0,0.0,0.0,0.0,old20,sol
current_user,da-18-7,3,92.33333333333333,90.66666666666667,83.33333333333333,83.44444444444444,76.66666666666667,9.0,-0.1111111111111119,6.777777777777779,15.666666666666666,0.0,0.0,0.0,0.0,old20,sol
current_user,da-19-1,3,100.0,100.0,96.0,94.22222222222223,96.0,4.0,1.7777777777777761,-1.7777777777777761,4.0,0.0,0.0,0.0,0.0,old20,sol
current_user,da-19-6,3,37.333333333333336,37.333333333333336,13.666666666666666,13.11111111111111,71.33333333333333,23.666666666666668,0.5555555555555554,-58.22222222222222,-34.0,0.0,0.0,0.0,0.0,old20,sol
static_full,da-10-1,3,100.0,100.0,85.66666666666667,89.33333333333333,66.33333333333333,14.333333333333334,-3.6666666666666665,23.0,33.666666666666664,0.0,0.0,0.0,0.0,old20,sol
static_full,da-10-3,3,100.0,100.0,70.66666666666667,90.11111111111111,54.666666666666664,29.333333333333332,-19.444444444444443,35.44444444444444,45.333333333333336,0.0,0.0,0.0,0.0,old20,sol
static_full,da-12-2,3,100.0,100.0,96.66666666666667,95.0,66.33333333333333,3.3333333333333335,1.6666666666666667,28.666666666666668,33.666666666666664,100.0,0.0,33.333333333333336,0.0,old20,sol
static_full,da-12-4,3,100.0,100.0,82.33333333333333,75.55555555555556,43.333333333333336,17.666666666666668,6.777777777777776,32.22222222222222,56.666666666666664,100.0,0.0,0.0,0.0,old20,sol
static_full,da-13-1,3,100.0,100.0,82.33333333333333,73.11111111111111,58.666666666666664,17.666666666666668,9.222222222222223,14.444444444444443,41.333333333333336,0.0,0.0,0.0,0.0,old20,sol
static_full,da-13-3,3,100.0,100.0,100.0,100.0,90.33333333333333,0.0,0.0,9.666666666666666,9.666666666666666,0.0,0.0,0.0,0.0,old20,sol
static_full,da-13-5,3,100.0,100.0,93.33333333333333,93.33333333333333,65.66666666666667,6.666666666666667,0.0,27.666666666666668,34.333333333333336,0.0,0.0,0.0,0.0,old20,sol
static_full,da-13-6,3,100.0,100.0,100.0,100.0,82.33333333333333,0.0,0.0,17.666666666666668,17.666666666666668,0.0,0.0,0.0,0.0,old20,sol
static_full,da-14-1,3,100.0,100.0,78.0,77.22222222222223,80.66666666666667,22.0,0.7777777777777786,-3.444444444444445,19.333333333333332,0.0,0.0,0.0,0.0,old20,sol
static_full,da-14-3,3,100.0,100.0,100.0,100.0,88.66666666666667,0.0,0.0,11.333333333333334,11.333333333333334,0.0,0.0,0.0,0.0,old20,sol
static_full,da-14-8,3,100.0,100.0,93.33333333333333,92.77777777777777,48.0,6.666666666666667,0.5555555555555571,44.77777777777778,52.0,66.66666666666667,0.0,0.0,0.0,old20,sol
static_full,da-15-1,3,95.66666666666667,95.66666666666667,89.0,80.66666666666667,62.0,6.666666666666667,8.333333333333334,18.666666666666668,33.666666666666664,33.333333333333336,0.0,0.0,0.0,old20,sol
static_full,da-15-2,3,100.0,100.0,69.0,66.77777777777777,48.333333333333336,31.0,2.2222222222222214,18.444444444444446,51.666666666666664,33.333333333333336,33.333333333333336,0.0,0.0,old20,sol
static_full,da-15-7,3,78.0,78.0,68.0,63.55555555555556,55.0,10.0,4.4444444444444455,8.555555555555555,23.0,0.0,0.0,0.0,0.0,old20,sol
static_full,da-15-8,3,100.0,100.0,96.66666666666667,97.22222222222221,24.0,3.3333333333333335,-0.5555555555555524,73.22222222222221,76.0,33.333333333333336,0.0,0.0,0.0,old20,sol
static_full,da-16-1,3,100.0,100.0,90.33333333333333,88.0,75.0,9.666666666666666,2.3333333333333335,13.0,25.0,0.0,0.0,0.0,0.0,old20,sol
static_full,da-18-5,3,100.0,100.0,100.0,94.44444444444444,47.0,0.0,5.555555555555557,47.44444444444444,53.0,33.333333333333336,0.0,0.0,0.0,old20,sol
static_full,da-18-7,3,100.0,100.0,100.0,97.33333333333333,62.666666666666664,0.0,2.6666666666666665,34.666666666666664,37.333333333333336,0.0,0.0,0.0,0.0,old20,sol
static_full,da-19-1,3,100.0,100.0,97.0,97.44444444444444,95.33333333333333,3.0,-0.44444444444444287,2.1111111111111094,4.666666666666667,0.0,0.0,0.0,0.0,old20,sol
static_full,da-19-6,3,60.666666666666664,60.666666666666664,49.0,54.55555555555556,80.66666666666667,11.666666666666666,-5.555555555555557,-26.11111111111111,-20.0,0.0,0.0,0.0,0.0,old20,sol
static_user,da-10-1,3,93.0,93.0,74.0,76.33333333333333,68.66666666666667,19.0,-2.3333333333333335,7.666666666666667,24.333333333333332,0.0,0.0,0.0,0.0,old20,sol
